time (EST),btc,dot,eth,matic,sol,uni
2022-01-01 00:00:00,46765.91,26.98,3713.35,2.5536,171.65,17.22
2022-01-01 12:00:00,47270.27,27.52,3729.73,2.534,173.73,17.14
2022-01-02 00:00:00,46884.19,28.1,3726.49,2.5195,176.03,17.14
2022-01-02 12:00:00,47560.15,30.31,3821.67,2.5589,177.78,17.99
2022-01-03 00:00:00,46780.61,28.78,3793.49,2.4843,172.25,18.39
2022-01-03 12:00:00,46443.34,29.66,3747.56,2.445,170.17,18.21
2022-01-04 00:00:00,46137.59,29.89,3735.2,2.394,167.43,17.79
2022-01-04 12:00:00,46800.78,29.91,3851.47,2.4903,171.01,18.82
2022-01-05 00:00:00,46309.01,29.37,3801.24,2.4058,168.34,18.45
2022-01-05 12:00:00,46358.22,29.69,3799.65,2.3715,167.69,19.38
2022-01-06 00:00:00,43132.13,26.12,3465.98,2.1596,149.84,16.83
2022-01-06 12:00:00,42842.05,26.19,3401.86,2.1965,150.81,16.73
2022-01-07 00:00:00,41718.71,25.08,3228.92,2.1259,139.85,15.79
2022-01-07 12:00:00,41993.69,25.8,3200.93,2.1242,138.77,16.05
2022-01-08 00:00:00,41918.72,25.4,3215.4,2.1061,141.12,16.07
2022-01-08 12:00:00,41166.8,24.17,3114.73,1.9762,139.16,15.29
2022-01-09 00:00:00,42001.3,24.28,3141.32,2.0428,143.21,15.33
2022-01-09 12:00:00,41997.68,24.96,3152.21,2.0608,142.59,16.03
2022-01-10 00:00:00,42132.1,25.03,3170.46,2.1391,142.48,15.92
2022-01-10 12:00:00,41679.38,23.57,3060.05,2.037,135.45,15.33
2022-01-11 00:00:00,42217.69,23.97,3111.27,2.1488,135.95,15.47
2022-01-11 12:00:00,43017.03,25.95,3261.84,2.3426,142.56,16.22
2022-01-12 00:00:00,42709.84,25.82,3231.23,2.3256,140.22,16.19
2022-01-12 12:00:00,43576.74,27.27,3366.05,2.3319,150.79,16.49
2022-01-13 00:00:00,43610.59,26.69,3326.51,2.3455,148.88,15.93
2022-01-13 12:00:00,42907.65,26.23,3276.2,2.2906,151.26,15.78
2022-01-14 00:00:00,42762.97,27.13,3278.0,2.2761,147.92,15.83
2022-01-14 12:00:00,43125.93,27.15,3291.64,2.3018,147.26,15.6
2022-01-15 00:00:00,42895.66,27.15,3302.58,2.339,145.36,15.92
2022-01-15 12:00:00,43305.44,27.76,3352.43,2.3847,148.24,16.48
2022-01-16 00:00:00,43105.01,27.99,3323.61,2.3273,147.63,16.54
2022-01-16 12:00:00,43357.83,28.14,3371.45,2.357,150.64,17.59
2022-01-17 00:00:00,42415.08,26.44,3244.76,2.3624,142.26,17.03
2022-01-17 12:00:00,42106.43,25.63,3211.56,2.2263,139.62,16.43
2022-01-18 00:00:00,42193.6,25.38,3182.48,2.2053,139.23,16.72
2022-01-18 12:00:00,41623.53,24.71,3120.28,2.1198,137.11,15.85
2022-01-19 00:00:00,41800.67,24.7,3109.95,2.0836,139.07,15.83
2022-01-19 12:00:00,42355.74,24.42,3141.99,2.1107,137.99,15.65
2022-01-20 00:00:00,41899.72,24.6,3125.59,2.0614,136.91,15.38
2022-01-20 12:00:00,43201.78,25.33,3245.29,2.1636,142.53,16.02
2022-01-21 00:00:00,38808.36,22.23,2857.92,1.9081,125.96,14.08
2022-01-21 12:00:00,38452.04,21.87,2787.04,1.8597,129.35,13.91
2022-01-22 00:00:00,36320.52,19.11,2557.27,1.7039,109.97,12.32
2022-01-22 12:00:00,34858.36,17.89,2413.98,1.5112,93.8,11.22
2022-01-23 00:00:00,35011.41,17.98,2414.92,1.5349,93.91,11.18
2022-01-23 12:00:00,35341.51,18.26,2441.02,1.5926,98.62,11.28
2022-01-24 00:00:00,35086.41,17.53,2429.71,1.486,89.5,10.66
2022-01-24 12:00:00,34306.89,16.81,2231.89,1.3652,84.85,9.91
2022-01-25 00:00:00,36099.03,17.66,2390.8,1.4354,88.53,10.53
2022-01-25 12:00:00,37240.92,18.72,2452.56,1.4989,94.51,10.69
2022-01-26 00:00:00,37629.3,18.9,2483.29,1.5987,95.42,10.82
2022-01-26 12:00:00,38320.52,19.25,2628.57,1.7144,99.88,11.21
2022-01-27 00:00:00,35875.29,17.53,2391.85,1.5243,87.7,10.13
2022-01-27 12:00:00,36310.06,17.9,2457.84,1.6142,90.99,10.64
2022-01-28 00:00:00,37152.75,18.18,2436.03,1.6468,92.1,10.31
2022-01-28 12:00:00,37064.3,18.08,2476.78,1.6661,91.55,10.39
2022-01-29 00:00:00,37817.11,18.48,2537.83,1.7008,94.36,10.83
2022-01-29 12:00:00,37654.45,18.55,2573.55,1.6925,95.19,11.04
2022-01-30 00:00:00,38310.44,18.83,2613.11,1.709,96.07,11.25
2022-01-30 12:00:00,37869.96,18.33,2594.9,1.611,94.41,10.97
2022-01-31 00:00:00,36882.33,17.22,2495.97,1.5354,89.58,10.36
2022-01-31 12:00:00,38471.04,18.88,2685.08,1.6381,97.82,11.78
2022-02-01 00:00:00,38570.4,19.55,2751.84,1.6472,106.03,11.5
2022-02-01 12:00:00,38978.48,19.9,2791.12,1.6503,112.34,11.27
2022-02-02 00:00:00,38441.64,20.11,2762.04,1.6366,109.14,11.13
2022-02-02 12:00:00,37464.4,19.27,2683.59,1.5736,106.22,10.82
2022-02-03 00:00:00,36884.61,18.39,2650.93,1.5282,97.8,10.42
2022-02-03 12:00:00,36763.16,18.41,2617.62,1.5153,97.22,10.35
2022-02-04 00:00:00,37434.2,18.91,2712.42,1.5587,103.34,10.49
2022-02-04 12:00:00,40411.01,20.22,2949.58,1.6597,110.22,10.98
2022-02-05 00:00:00,41484.6,21.92,3020.52,1.7425,115.8,11.58
2022-02-05 12:00:00,41052.47,20.96,2972.25,1.6808,111.53,11.24
2022-02-06 00:00:00,41515.21,21.33,3012.96,1.7195,113.18,11.38
2022-02-06 12:00:00,41638.54,21.29,3004.46,1.7003,113.76,11.29
2022-02-07 00:00:00,42879.37,22.27,3094.72,1.7947,118.93,11.9
2022-02-07 12:00:00,43666.36,22.36,3120.33,1.928,119.65,12.25
2022-02-08 00:00:00,44388.52,22.66,3169.67,2.0187,118.69,12.81
2022-02-08 12:00:00,43017.47,21.23,3050.26,1.8801,110.82,11.6
2022-02-09 00:00:00,43284.03,21.2,3068.98,1.9052,110.4,11.71
2022-02-09 12:00:00,44184.91,22.02,3209.2,2.0193,114.5,12.36
2022-02-10 00:00:00,43828.52,21.64,3167.02,1.967,111.5,12.04
2022-02-10 12:00:00,45700.0,21.88,3239.65,2.0258,112.76,11.99
2022-02-11 00:00:00,42949.93,20.25,3047.38,1.8323,104.01,11.28
2022-02-11 12:00:00,43663.59,20.32,3101.86,1.8711,106.26,11.51
2022-02-12 00:00:00,42315.44,18.9,2931.45,1.7108,96.69,10.83
2022-02-12 12:00:00,42693.69,19.21,2929.18,1.7247,96.99,10.83
2022-02-13 00:00:00,42203.51,19.05,2907.5,1.687,95.51,10.62
2022-02-13 12:00:00,42178.51,18.83,2874.91,1.6702,93.36,10.47
2022-02-14 00:00:00,41952.26,18.22,2867.81,1.6323,93.74,10.33
2022-02-14 12:00:00,42660.1,18.81,2951.0,1.6724,97.01,10.64
2022-02-15 00:00:00,43500.16,19.19,3017.79,1.7153,100.85,10.87
2022-02-15 12:00:00,44142.18,19.96,3118.84,1.802,102.04,11.08
2022-02-16 00:00:00,44096.53,19.72,3136.0,1.8163,102.34,11.24
2022-02-16 12:00:00,43636.58,19.25,3075.7,1.7771,99.2,10.88
2022-02-17 00:00:00,43674.27,19.46,3068.97,1.8047,99.72,10.96
2022-02-17 12:00:00,41851.13,18.56,2963.2,1.7409,96.87,10.7
2022-02-18 00:00:00,40596.61,18.35,2886.31,1.6773,94.19,10.37
2022-02-18 12:00:00,40145.28,17.94,2799.82,1.6119,90.88,10.29
2022-02-19 00:00:00,40207.62,18.11,2814.5,1.6214,91.87,10.32
2022-02-19 12:00:00,40100.0,17.8,2759.94,1.6173,90.97,10.07
2022-02-20 00:00:00,39676.35,17.27,2693.48,1.5863,88.14,9.73
2022-02-20 12:00:00,38379.26,16.88,2658.8,1.5339,90.83,9.4
2022-02-21 00:00:00,39301.8,17.46,2741.51,1.5882,94.48,9.7
2022-02-21 12:00:00,38826.01,16.99,2722.46,1.5458,89.42,9.42
2022-02-22 00:00:00,36597.53,15.9,2511.39,1.3555,81.52,8.33
2022-02-22 12:00:00,37593.3,16.25,2595.14,1.428,84.9,8.73
2022-02-23 00:00:00,37994.2,16.52,2655.11,1.4884,88.97,8.92
2022-02-23 12:00:00,38707.69,17.26,2714.43,1.5658,91.11,9.31
2022-02-24 00:00:00,34901.85,14.78,2375.65,1.3026,79.83,7.89
2022-02-24 12:00:00,35865.72,15.2,2446.26,1.3436,83.81,8.26
2022-02-25 00:00:00,38351.86,15.86,2587.19,1.4144,87.02,8.7
2022-02-25 12:00:00,39025.18,16.36,2692.57,1.5143,89.98,9.02
2022-02-26 00:00:00,39368.02,18.2,2806.15,1.5597,93.0,9.31
2022-02-26 12:00:00,39190.65,18.05,2793.72,1.527,90.62,9.15
2022-02-27 00:00:00,38628.65,17.64,2714.09,1.4765,87.4,8.86
2022-02-27 12:00:00,39026.59,18.2,2768.73,1.4969,88.46,10.01
2022-02-28 00:00:00,37997.88,17.26,2622.07,1.45,87.02,9.61
2022-02-28 12:00:00,40910.41,17.66,2798.84,1.536,95.07,10.09
2022-03-01 00:00:00,43305.55,18.72,2924.51,1.593,97.39,10.42
2022-03-01 12:00:00,43480.05,18.64,2921.54,1.5963,97.01,10.17
2022-03-02 00:00:00,44273.76,19.04,2999.24,1.6493,103.37,10.36
2022-03-02 12:00:00,44335.53,18.74,2973.29,1.6687,102.21,10.18
2022-03-03 00:00:00,43485.47,18.27,2911.44,1.6097,98.9,9.91
2022-03-03 12:00:00,42413.77,18.14,2823.0,1.5668,95.5,9.65
2022-03-04 00:00:00,41396.26,17.34,2730.17,1.5378,91.79,9.19
2022-03-04 12:00:00,40904.61,17.21,2693.52,1.5257,92.63,9.17
2022-03-05 00:00:00,38862.03,16.57,2618.57,1.4692,87.38,8.83
2022-03-05 12:00:00,39520.02,17.55,2668.32,1.5039,90.99,9.09
2022-03-06 00:00:00,39540.01,17.08,2651.37,1.4954,88.34,8.78
2022-03-06 12:00:00,38976.32,17.07,2630.74,1.4754,87.11,8.67
2022-03-07 00:00:00,37929.94,16.4,2524.57,1.4078,82.64,8.24
2022-03-07 12:00:00,38713.7,16.82,2580.01,1.4471,83.94,8.59
2022-03-08 00:00:00,38386.83,16.54,2530.77,1.4388,83.01,8.49
2022-03-08 12:00:00,38683.21,16.91,2575.34,1.4391,82.5,8.72
2022-03-09 00:00:00,41529.96,17.74,2719.47,1.52,87.94,9.37
2022-03-09 12:00:00,42258.91,17.88,2747.51,1.5238,88.37,9.31
2022-03-10 00:00:00,39308.57,16.89,2595.95,1.4285,82.75,8.71
2022-03-10 12:00:00,39165.8,17.02,2591.36,1.4188,82.11,8.63
2022-03-11 00:00:00,38506.44,17.06,2542.63,1.4174,80.62,8.53
2022-03-11 12:00:00,38640.39,17.55,2553.4,1.4165,80.82,8.58
2022-03-12 00:00:00,39082.49,18.28,2583.64,1.4232,82.0,8.83
2022-03-12 12:00:00,39198.28,18.53,2601.19,1.4114,81.97,8.58
2022-03-13 00:00:00,39144.79,18.03,2586.88,1.408,82.3,8.72
2022-03-13 13:00:00,38916.37,17.96,2579.65,1.4029,80.85,8.42
2022-03-14 01:00:00,38582.16,17.61,2580.17,1.3709,80.51,8.43
2022-03-14 13:00:00,38796.34,17.43,2554.71,1.353,80.0,8.44
2022-03-15 01:00:00,38728.88,17.35,2544.79,1.351,79.74,8.33
2022-03-15 13:00:00,39116.81,17.69,2588.26,1.3729,81.59,8.48
2022-03-16 01:00:00,39111.12,18.04,2623.5,1.3594,81.96,8.75
2022-03-16 13:00:00,40267.58,18.04,2686.05,1.402,83.72,8.72
2022-03-17 01:00:00,41119.47,19.16,2764.78,1.4563,88.32,9.16
2022-03-17 13:00:00,40647.98,18.66,2780.63,1.451,88.84,9.19
2022-03-18 01:00:00,40816.17,18.6,2795.05,1.4352,86.48,9.1
2022-03-18 13:00:00,41480.31,18.91,2932.42,1.4824,91.3,9.73
2022-03-19 01:00:00,41770.76,19.05,2941.09,1.5203,90.13,9.77
2022-03-19 13:00:00,41877.18,19.57,2963.53,1.5257,93.13,9.8
2022-03-20 01:00:00,41956.65,19.29,2932.7,1.5131,91.1,9.66
2022-03-20 13:00:00,41283.61,18.65,2850.43,1.4748,88.8,9.3
2022-03-21 01:00:00,40914.78,18.7,2849.76,1.4583,88.08,9.31
2022-03-21 13:00:00,40869.26,18.67,2906.71,1.46,88.21,9.34
2022-03-22 01:00:00,42887.92,19.78,3018.71,1.508,91.76,9.94
2022-03-22 13:00:00,42623.77,19.99,3011.59,1.519,93.14,10.11
2022-03-23 01:00:00,41814.78,20.11,2930.36,1.4956,90.14,9.67
2022-03-23 13:00:00,42495.69,20.72,3009.63,1.5412,94.83,10.08
2022-03-24 01:00:00,42912.81,20.88,3026.73,1.5629,95.19,10.12
2022-03-24 13:00:00,44079.26,21.31,3115.08,1.6229,101.42,10.53
2022-03-25 01:00:00,44122.77,21.21,3147.83,1.6364,104.24,10.94
2022-03-25 13:00:00,44151.38,20.31,3087.99,1.5728,97.77,10.51
2022-03-26 01:00:00,44457.07,20.63,3113.97,1.5895,100.04,10.59
2022-03-26 13:00:00,44401.84,20.97,3127.15,1.6035,103.03,10.49
2022-03-27 01:00:00,44673.56,21.15,3145.6,1.6202,101.94,10.8
2022-03-27 13:00:00,44845.03,21.19,3177.52,1.6406,101.25,10.79
2022-03-28 01:00:00,47325.54,22.91,3338.8,1.7015,107.42,11.45
2022-03-28 13:00:00,47376.64,22.67,3352.56,1.7021,109.83,11.27
2022-03-29 01:00:00,47544.68,22.56,3390.67,1.696,111.02,11.21
2022-03-29 13:00:00,47392.89,22.21,3407.57,1.676,110.83,11.34
2022-03-30 01:00:00,47307.22,22.21,3382.83,1.6574,110.75,11.18
2022-03-30 13:00:00,47335.91,22.64,3406.46,1.7138,123.6,11.61
2022-03-31 01:00:00,46997.16,22.73,3397.16,1.7081,121.42,12.19
2022-03-31 13:00:00,45781.15,21.36,3280.32,1.6347,124.29,11.22
2022-04-01 01:00:00,44735.4,21.12,3259.0,1.6072,121.84,11.15
2022-04-01 13:00:00,46244.23,21.93,3431.68,1.6883,134.57,11.92
2022-04-02 01:00:00,46531.85,22.35,3475.81,1.7198,134.67,11.71
2022-04-02 13:00:00,46347.53,23.05,3478.95,1.6833,139.31,11.74
2022-04-03 01:00:00,46284.49,22.96,3477.58,1.678,136.85,11.9
2022-04-03 13:00:00,46358.49,23.12,3494.79,1.6852,135.37,11.78
2022-04-04 01:00:00,46185.41,22.84,3505.62,1.6728,136.08,11.77
2022-04-04 13:00:00,45742.68,22.14,3456.18,1.6321,129.92,11.34
2022-04-05 01:00:00,46733.71,22.94,3522.71,1.6547,133.6,11.83
2022-04-05 13:00:00,45997.15,22.24,3472.98,1.6259,133.29,11.41
2022-04-06 01:00:00,45418.16,21.71,3369.67,1.5862,126.48,10.98
2022-04-06 13:00:00,43539.5,19.83,3191.47,1.475,115.2,10.12
2022-04-07 01:00:00,43302.28,19.97,3202.2,1.4692,114.25,10.01
2022-04-07 13:00:00,43634.75,20.31,3232.43,1.4958,115.93,10.19
2022-04-08 01:00:00,43584.48,20.5,3265.88,1.5264,121.56,10.53
2022-04-08 13:00:00,43097.29,19.85,3251.74,1.4668,114.08,9.99
2022-04-09 01:00:00,42527.6,19.65,3218.0,1.4484,110.26,9.87
2022-04-09 13:00:00,42519.22,19.57,3228.89,1.4431,110.76,9.97
2022-04-10 01:00:00,42764.54,19.85,3254.28,1.4635,113.41,10.08
2022-04-10 13:00:00,42864.99,19.92,3283.5,1.4735,113.16,10.24
2022-04-11 01:00:00,42211.11,18.96,3174.69,1.4238,110.72,9.72
2022-04-11 13:00:00,40753.34,17.87,3017.78,1.3622,103.58,9.23
2022-04-12 01:00:00,39933.81,17.59,2998.11,1.3565,101.35,9.23
2022-04-12 13:00:00,40174.26,17.79,3044.7,1.4229,105.44,9.31
2022-04-13 01:00:00,40089.27,17.86,3053.43,1.4208,104.03,9.47
2022-04-13 13:00:00,41014.72,18.1,3079.76,1.4147,104.32,9.6
2022-04-14 01:00:00,41335.25,18.36,3114.74,1.429,107.11,9.73
2022-04-14 13:00:00,39882.35,17.65,3012.46,1.3665,100.18,9.35
2022-04-15 01:00:00,40107.26,18.13,3031.56,1.3863,101.66,9.76
2022-04-15 13:00:00,40515.26,18.19,3032.09,1.3957,102.56,9.73
2022-04-16 01:00:00,40526.2,18.38,3046.09,1.3936,101.77,9.8
2022-04-16 13:00:00,40177.27,18.5,3024.4,1.3747,101.66,9.56
2022-04-17 01:00:00,40302.04,18.55,3037.49,1.376,101.51,9.58
2022-04-17 13:00:00,40255.14,18.37,3060.02,1.3811,104.72,9.66
2022-04-18 01:00:00,38802.5,17.21,2917.82,1.3025,95.99,8.93
2022-04-18 13:00:00,40152.94,17.94,2960.09,1.381,100.31,9.18
2022-04-19 01:00:00,40809.78,18.23,3041.72,1.4082,102.27,9.31
2022-04-19 13:00:00,41274.46,18.58,3094.37,1.4156,105.65,9.51
2022-04-20 01:00:00,41334.69,18.66,3083.0,1.4367,107.55,9.37
2022-04-20 13:00:00,41383.47,19.02,3080.79,1.4202,106.39,9.24
2022-04-21 01:00:00,41681.87,19.34,3092.36,1.4356,107.1,9.52
2022-04-21 13:00:00,41730.01,19.03,3078.27,1.4289,106.09,9.37
2022-04-22 01:00:00,40672.44,18.44,3019.62,1.4164,103.2,9.08
2022-04-22 13:00:00,39471.63,18.35,2956.31,1.4099,100.6,8.91
2022-04-23 01:00:00,39531.31,18.23,2947.59,1.3612,99.77,8.91
2022-04-23 13:00:00,39771.3,19.06,2960.78,1.3851,102.23,9.09
2022-04-24 01:00:00,39707.21,18.97,2951.16,1.365,101.41,9.02
2022-04-24 13:00:00,39330.72,18.16,2926.52,1.337,99.15,8.76
2022-04-25 01:00:00,39186.2,17.77,2867.02,1.3213,97.96,8.47
2022-04-25 13:00:00,39499.7,17.79,2935.5,1.3193,99.02,8.71
2022-04-26 01:00:00,40576.04,18.05,3009.23,1.3507,100.99,8.77
2022-04-26 13:00:00,38371.93,17.01,2862.3,1.2696,96.71,8.24
2022-04-27 01:00:00,38445.15,17.01,2848.36,1.2654,97.36,8.26
2022-04-27 13:00:00,39060.06,16.92,2870.12,1.2575,97.97,8.24
2022-04-28 01:00:00,39340.35,16.92,2882.34,1.2545,99.4,8.25
2022-04-28 13:00:00,39980.5,17.04,2935.24,1.2524,98.96,8.18
2022-04-29 01:00:00,39543.65,16.84,2922.68,1.2254,97.57,8.17
2022-04-29 13:00:00,38603.47,16.42,2825.85,1.1732,94.62,7.85
2022-04-30 01:00:00,38562.35,16.31,2823.65,1.1537,93.92,7.74
2022-04-30 13:00:00,38335.53,15.66,2792.51,1.0833,91.12,7.46
2022-05-01 01:00:00,38152.76,14.99,2791.24,1.0754,89.16,6.87
2022-05-01 13:00:00,38564.32,15.53,2817.75,1.1206,91.13,7.2
2022-05-02 01:00:00,38987.22,15.51,2857.08,1.1121,90.1,7.07
2022-05-02 13:00:00,38525.07,14.87,2806.83,1.0644,86.4,6.83
2022-05-03 01:00:00,38442.78,15.03,2833.1,1.0877,88.07,7.0
2022-05-03 13:00:00,38151.56,14.85,2810.18,1.0827,86.62,6.9
2022-05-04 01:00:00,37999.41,14.99,2794.59,1.0804,85.94,6.94
2022-05-04 13:00:00,38941.7,15.07,2840.61,1.1031,86.93,7.07
2022-05-05 01:00:00,39762.19,16.34,2945.41,1.179,94.36,7.89
2022-05-05 13:00:00,37016.23,14.51,2758.8,1.0585,85.31,7.2
2022-05-06 01:00:00,36412.76,14.59,2746.39,1.0677,82.73,7.34
2022-05-06 13:00:00,36102.69,14.28,2698.81,1.0445,82.01,7.55
2022-05-07 01:00:00,35791.39,14.05,2660.58,1.018,79.83,7.32
2022-05-07 13:00:00,35909.98,14.12,2686.6,1.045,81.39,7.47
2022-05-08 01:00:00,34411.25,13.57,2542.39,0.9851,77.58,7.01
2022-05-08 13:00:00,34020.95,13.2,2521.24,0.9702,75.56,7.14
2022-05-09 01:00:00,33607.78,12.96,2458.57,0.9527,74.9,6.96
2022-05-09 13:00:00,31461.93,11.21,2292.98,0.8242,66.38,6.45
2022-05-10 01:00:00,31442.33,11.62,2370.85,0.9157,69.11,6.36
2022-05-10 13:00:00,31317.33,11.71,2359.83,0.9261,69.73,6.33
2022-05-11 01:00:00,31596.84,11.28,2386.17,0.8887,67.31,6.05
2022-05-11 13:00:00,30185.39,9.22,2204.04,0.7206,52.55,5.3
2022-05-12 01:00:00,26815.62,7.5,1801.98,0.553,40.88,4.09
2022-05-12 13:00:00,29333.01,9.03,1993.4,0.6387,46.76,4.82
2022-05-13 01:00:00,30609.25,9.97,2101.0,0.707,52.16,5.27
2022-05-13 13:00:00,30187.89,11.19,2088.31,0.7041,53.27,5.2
2022-05-14 01:00:00,29340.05,10.32,2025.63,0.673,51.76,5.05
2022-05-14 13:00:00,29320.22,10.72,2002.76,0.657,48.1,4.98
2022-05-15 01:00:00,29523.53,10.99,2011.66,0.6616,50.0,5.05
2022-05-15 13:00:00,30227.32,11.12,2087.53,0.6931,54.37,5.32
2022-05-16 01:00:00,30373.07,11.31,2076.88,0.7074,55.8,5.17
2022-05-16 13:00:00,29410.08,10.55,1999.51,0.6701,53.71,5.01
2022-05-17 01:00:00,30270.03,11.02,2067.73,0.7056,56.3,5.26
2022-05-17 13:00:00,30149.19,10.87,2061.43,0.7084,55.27,5.22
2022-05-18 01:00:00,29891.03,10.58,2038.04,0.7,55.4,5.27
2022-05-18 13:00:00,28997.45,9.97,1958.25,0.6413,50.59,4.98
2022-05-19 01:00:00,29154.19,9.6,1951.37,0.634,50.7,4.85
2022-05-19 13:00:00,30049.99,10.1,2002.98,0.6526,52.74,5.09
2022-05-20 01:00:00,30006.32,9.95,2013.83,0.6514,50.82,5.32
2022-05-20 13:00:00,28907.06,9.54,1935.73,0.6238,48.45,5.08
2022-05-21 01:00:00,29235.47,9.72,1964.7,0.6358,49.94,5.18
2022-05-21 13:00:00,29537.0,10.02,1981.89,0.6543,50.58,5.3
2022-05-22 01:00:00,29298.53,10.05,1968.08,0.6415,49.96,5.15
2022-05-22 13:00:00,29967.55,10.11,2011.77,0.6615,51.82,5.38
2022-05-23 01:00:00,30127.79,10.15,2028.19,0.676,52.09,5.52
2022-05-23 13:00:00,30104.83,10.51,2048.15,0.6856,53.23,5.84
2022-05-24 01:00:00,29333.32,10.0,1984.0,0.6469,50.03,5.73
2022-05-24 13:00:00,29231.87,9.96,1947.12,0.6307,48.94,5.42
2022-05-25 01:00:00,30074.85,10.22,2006.7,0.6591,49.78,5.68
2022-05-25 13:00:00,29541.96,9.89,1954.71,0.6432,48.1,5.5
2022-05-26 01:00:00,29781.0,9.87,1940.29,0.6496,47.85,5.52
2022-05-26 13:00:00,29482.24,9.34,1873.06,0.6217,45.46,5.15
2022-05-27 01:00:00,28977.06,8.81,1751.55,0.5826,41.29,4.81
2022-05-27 13:00:00,28754.28,9.51,1751.7,0.5856,41.97,4.75
2022-05-28 01:00:00,28809.51,9.29,1758.46,0.5833,41.69,4.78
2022-05-28 13:00:00,28807.51,9.4,1765.42,0.5883,42.59,4.88
2022-05-29 01:00:00,28929.62,9.36,1775.68,0.5759,42.03,4.8
2022-05-29 13:00:00,29267.99,9.83,1801.06,0.5942,44.81,4.87
2022-05-30 01:00:00,30356.31,10.25,1877.27,0.6269,45.89,5.24
2022-05-30 13:00:00,30622.56,10.3,1922.14,0.6374,46.05,5.47
2022-05-31 01:00:00,31646.8,10.47,1981.44,0.6614,47.23,5.56
2022-05-31 13:00:00,32121.74,10.41,1973.67,0.6667,46.3,5.74
2022-06-01 01:00:00,31557.55,10.3,1932.38,0.6465,44.72,5.62
2022-06-01 13:00:00,30242.42,9.82,1845.25,0.6138,42.29,5.34
2022-06-02 01:00:00,29678.18,9.38,1804.02,0.5924,38.15,5.06
2022-06-02 13:00:00,30248.25,9.61,1820.06,0.611,40.67,5.23
2022-06-03 01:00:00,30448.14,9.802,1818.95,0.6118,40.72,5.249
2022-06-03 13:00:00,29475.87,9.321,1751.37,0.5822,37.99,5.059
2022-06-04 01:00:00,29655.45,9.284,1764.58,0.5905,37.18,5.054
2022-06-04 13:00:00,29654.21,9.367,1769.23,0.5916,37.45,5.042
2022-06-05 01:00:00,29748.54,9.369,1793.23,0.59,38.22,5.057
2022-06-05 13:00:00,29928.39,9.422,1805.46,0.5959,39.45,5.075
2022-06-06 01:00:00,31186.18,9.751,1878.06,0.6228,41.74,5.298
2022-06-06 13:00:00,31209.8,9.49,1849.61,0.6264,41.81,5.217
2022-06-07 01:00:00,29495.43,9.07,1751.56,0.5938,39.08,5.115
2022-06-07 13:00:00,29920.26,9.117,1785.59,0.6036,39.14,5.134
2022-06-08 01:00:00,30269.98,9.067,1793.05,0.6141,39.05,5.164
2022-06-08 13:00:00,30326.36,9.067,1798.92,0.6111,39.29,5.134
2022-06-09 01:00:00,30292.21,9.095,1799.18,0.6165,39.04,5.123
2022-06-09 13:00:00,30300.0,9.399,1806.07,0.646,41.07,5.261
2022-06-10 01:00:00,30105.11,9.33,1794.47,0.6528,40.39,5.172
2022-06-10 13:00:00,28917.23,8.678,1679.02,0.5979,37.06,4.825
2022-06-11 01:00:00,29347.01,8.774,1675.4,0.6043,37.76,4.923
2022-06-11 13:00:00,28463.51,8.156,1536.19,0.5477,34.04,4.413
2022-06-12 01:00:00,27354.14,7.54,1441.94,0.5061,31.43,4.108
2022-06-12 13:00:00,27997.99,7.897,1512.77,0.5341,33.66,4.416
2022-06-13 01:00:00,25699.44,7.111,1358.73,0.4639,28.67,3.892
2022-06-13 13:00:00,23462.05,6.942,1227.52,0.4372,27.92,3.639
2022-06-14 01:00:00,22306.46,7.238,1176.9,0.4301,29.21,3.642
2022-06-14 13:00:00,22547.56,7.388,1228.94,0.4228,29.86,3.713
2022-06-15 01:00:00,21167.44,7.263,1127.22,0.3896,28.31,3.653
2022-06-15 13:00:00,20712.29,7.015,1073.97,0.3717,28.69,3.676
2022-06-16 01:00:00,22056.44,8.085,1192.84,0.4221,33.66,4.213
2022-06-16 13:00:00,21163.28,7.484,1122.22,0.3997,32.32,3.993
2022-06-17 01:00:00,20634.75,7.196,1093.44,0.3942,30.79,3.879
2022-06-17 13:00:00,20638.63,7.234,1081.51,0.3972,31.55,3.925
2022-06-18 01:00:00,20406.71,7.195,1075.52,0.3912,30.1,3.94
2022-06-18 13:00:00,18809.04,6.811,979.82,0.3557,29.95,3.615
2022-06-19 01:00:00,18260.52,6.92,951.32,0.3337,29.81,3.562
2022-06-19 13:00:00,19465.96,7.156,1048.31,0.3565,32.12,3.94
2022-06-20 01:00:00,19885.92,7.256,1069.58,0.3638,32.0,4.048
2022-06-20 13:00:00,20289.98,7.776,1111.52,0.3968,34.63,4.213
2022-06-21 01:00:00,20688.05,8.087,1134.64,0.4198,35.66,4.443
2022-06-21 13:00:00,21375.75,8.074,1165.95,0.44,37.95,4.955
2022-06-22 01:00:00,20439.98,7.569,1100.38,0.4103,35.04,4.779
2022-06-22 13:00:00,20249.54,7.594,1077.89,0.4164,35.01,5.137
2022-06-23 01:00:00,20302.26,7.579,1084.47,0.4914,35.65,5.154
2022-06-23 13:00:00,20297.51,7.495,1092.03,0.4923,36.64,5.243
2022-06-24 01:00:00,21026.1,7.916,1146.04,0.5977,38.41,5.429
2022-06-24 13:00:00,21177.56,8.156,1213.27,0.5907,40.24,5.49
